beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
Extremus,"Bird Brewery","Stout - Russian Imperial",9.5,55,,Avisi,Arnhem,Gelderland,Nederland,51.9839,5.8994,3.5,"2023-02-24 21:15:48",https://api.untappd.com/c/1250639473,https://api.untappd.com/beer/5128640,https://api.untappd.com/brewery/246149,Netherlands,Diemen,Noord-Holland,maple,,Can,1250639473,5128640,246149,https://untappd.s3.amazonaws.com/photos/2023_02_24/741af9a8fc2dc5972e60d711cf730bdc_raw.jpg,3.71,3.71,"Stefan Jansen,Marcel van Heerdt,Roy van den Berg,Erik Evers,Hugo Ulfman",2,0
"Selfish Games Raspberry Milk Stout","HORIZONT Brewing","Stout - Milk / Sweet",7,0,,Avisi,Arnhem,Gelderland,Nederland,51.9839,5.8994,3.75,"2023-02-24 23:30:43",https://api.untappd.com/c/1250718498,https://api.untappd.com/beer/4551260,https://api.untappd.com/brewery/135221,Hungary,Budapest,Közép-Magyarország,"raspberry,chocolate",,Can,1250718498,4551260,135221,https://untappd.s3.amazonaws.com/photos/2023_02_24/84640b892436b65d4d4b0d80d14b01ab_raw.jpg,3.7,3.7,"Stefan Jansen,Erik Evers,Hugo Ulfman",2,0
Winterbier,"Bierbrouwerij Openluchtmuseum","Winter Warmer",8,21,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2023-02-25 20:53:08",https://api.untappd.com/c/1251119495,https://api.untappd.com/beer/294670,https://api.untappd.com/brewery/51521,Netherlands,Arnhem,Gelderland,"dark,warm,rich,warming,herbal",,Bottle,1251119495,294670,51521,https://untappd.s3.amazonaws.com/photos/2023_02_25/fe86c2a5a7ecb1830e97ec0bfa709b7c_raw.jpg,3.49,3.53,Ron,2,0
Tripel,"Bierbrouwerij Openluchtmuseum","Belgian Tripel",9,28,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2023-02-25 23:04:54",https://api.untappd.com/c/1251236217,https://api.untappd.com/beer/219453,https://api.untappd.com/brewery/51521,Netherlands,Arnhem,Gelderland,"sweet,full bodied,nutty",,Bottle,1251236217,219453,51521,https://untappd.s3.amazonaws.com/photos/2023_02_25/4ef23805cb9f29f1dc927b3687fc2b17_raw.jpg,3.63,3.64,Ron,2,0
Sportzot,"Brouwerij De Halve Maan","Non-Alcoholic Beer - Pale Ale",0.4,35,,Avisi,Arnhem,Gelderland,Nederland,51.9839,5.8994,3,"2023-03-02 17:58:51",https://api.untappd.com/c/1252223254,https://api.untappd.com/beer/2707451,https://api.untappd.com/brewery/430,Belgium,Brugge,"Vlaams Gewest","alcoholic,bitter",,Bottle,1252223254,2707451,430,https://untappd.s3.amazonaws.com/photos/2023_03_02/84edb4c3fc98e0a0f9b94df2ebccf9f4_raw.jpg,2.75,2.76,"Stefan Jansen,Erik Evers,Kevin Schomper,Raymond Hildering,Albert Veldman",3,0
"Grolsch Herfstbier 0.0% (2022)","Koninklijke Grolsch","Non-Alcoholic Beer - Other",0,0,,Avisi,Arnhem,Gelderland,Nederland,51.9839,5.8994,3.25,"2023-03-02 20:44:15",https://api.untappd.com/c/1252265224,https://api.untappd.com/beer/5040481,https://api.untappd.com/brewery/4058,Netherlands,Enschede,Overijssel,"roasty,autumnal",,Bottle,1252265224,5040481,4058,,2.54,2.92,,2,0
"Could You Pass Me the Wire Stripper","Moersleutel Craft Brewery","IPA - Imperial / Double New England / Hazy",8.5,40,,Avisi,Arnhem,Gelderland,Nederland,51.9839,5.8994,3.75,"2023-03-02 21:41:43",https://api.untappd.com/c/1252283829,https://api.untappd.com/beer/4990256,https://api.untappd.com/brewery/269726,Netherlands,Alkmaar,Noord-Holland,"juicy,sweet",,Can,1252283829,4990256,269726,https://untappd.s3.amazonaws.com/photos/2023_03_02/49cbb6c97219d4be276bf52f2d739f12_raw.jpg,3.93,3.92,"Kevin Schomper,Stefan Jansen,Erik Evers,Raymond Hildering,Jasper Wesselink",2,0
"Kerel Kaishaku","VBDCK Brewery","Strong Ale - American",15,28,,Avisi,Arnhem,Gelderland,Nederland,51.9839,5.8994,3.75,"2023-03-02 21:44:12",https://api.untappd.com/c/1252284628,https://api.untappd.com/beer/2235054,https://api.untappd.com/brewery/250878,Belgium,Temse,"Vlaams Gewest","intense,alcoholic",,Bottle,1252284628,2235054,250878,https://untappd.s3.amazonaws.com/photos/2023_03_02/f96336a4eb50fe07b3c309f7d8fde32b_raw.jpg,3.43,3.43,"Kevin Schomper,Stefan Jansen,Erik Evers,Raymond Hildering,Jasper Wesselink",2,0
"Caramel Fudge Stout Moscatel 2022","Brouwerij Kees","Stout - Imperial / Double Pastry",11.6,45,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2023-03-04 00:08:35",https://api.untappd.com/c/1252669068,https://api.untappd.com/beer/5101874,https://api.untappd.com/brewery/188723,Netherlands,Middelburg,Zeeland,"caramel,sweet,barrel aged,white wine,thick",,Can,1252669068,5101874,188723,https://untappd.s3.amazonaws.com/photos/2023_03_03/96fce8fb9a88445322d1b4fce545c67c_raw.jpg,4.06,4.03,,3,0
"Brugse Zot","Brouwerij De Halve Maan","Belgian Blonde",6,23,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2023-03-04 20:41:48",https://api.untappd.com/c/1253031538,https://api.untappd.com/beer/4713,https://api.untappd.com/brewery/430,Belgium,Brugge,"Vlaams Gewest","smooth,sweet",,Bottle,1253031538,4713,430,https://untappd.s3.amazonaws.com/photos/2023_03_04/b5927854f167435ccf4caa3c420656c6_raw.jpg,3.67,3.67,,3,0
"Daily Grind #3","Moersleutel Craft Brewery","Stout - Coffee",8,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2023-03-04 21:48:43",https://api.untappd.com/c/1253092965,https://api.untappd.com/beer/4843616,https://api.untappd.com/brewery/269726,Netherlands,Alkmaar,Noord-Holland,"coffee,dark,bitter,roasty",,Can,1253092965,4843616,269726,https://untappd.s3.amazonaws.com/photos/2023_03_04/dc0016b1f62884e377702611191ac3a6_raw.jpg,3.85,3.84,,3,0
"Mr. Peanutbutter","Anderson's Brewery","Stout - Pastry",5.9,20,"100e check-in om te vieren dat ik ben afgestudeerd",Avisi,Arnhem,Gelderland,Nederland,51.9839,5.8994,3.5,"2023-03-08 17:36:47",https://api.untappd.com/c/1253973425,https://api.untappd.com/beer/4039752,https://api.untappd.com/brewery/96754,Estonia,Tartu,"Tartu maakond","peanut butter,sweet",,Can,1253973425,4039752,96754,https://untappd.s3.amazonaws.com/photos/2023_03_08/410d508849d49f1759e31569377f1440_raw.jpg,3.48,3.5,"Kevin Schomper,Stefan Jansen,Erik Evers,Albert Veldman,Hugo Ulfman,Marcel van Heerdt",2,1
"Punk IPA Alcohol Free",BrewDog,"Non-Alcoholic Beer - IPA",0.5,35,,Avisi,Arnhem,Gelderland,Nederland,51.9839,5.8994,3.25,"2023-03-10 16:40:32",https://api.untappd.com/c/1254388267,https://api.untappd.com/beer/3217482,https://api.untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,"light bodied,citrusy",,Can,1254388267,3217482,241,https://untappd.s3.amazonaws.com/photos/2023_03_10/f063261c35bdf3cbf8791c95dd1deef5_raw.jpg,2.88,2.88,"Kevin Schomper,Stefan Jansen,Marcel van Heerdt,Erik Evers,Albert Veldman,Jasper Wesselink,Raymond Hildering,Geert L",3,0
"Kerel Dark IPA","VBDCK Brewery","IPA - Black / Cascadian Dark Ale",6.6,54,,Avisi,Arnhem,Gelderland,Nederland,51.9839,5.8994,3.5,"2023-03-10 17:39:04",https://api.untappd.com/c/1254403113,https://api.untappd.com/beer/2147418,https://api.untappd.com/brewery/250878,Belgium,Temse,"Vlaams Gewest","dark,bitter",,Bottle,1254403113,2147418,250878,https://untappd.s3.amazonaws.com/photos/2023_03_10/e1dd365750ad75f4f78f128f35964374_raw.jpg,3.45,3.46,"Kevin Schomper,Stefan Jansen,Marcel van Heerdt,Erik Evers,Jasper Wesselink,Raymond Hildering,Hugo Ulfman,Roy van den Berg",3,0
"Battle of the Blends 2022","Brouwerij Bliksem","Strong Ale - Other",13.3,0,"Met dank aan Marcel",Avisi,Arnhem,Gelderland,Nederland,51.9839,5.8994,4,"2023-03-10 19:49:59",https://api.untappd.com/c/1254461002,https://api.untappd.com/beer/4842393,https://api.untappd.com/brewery/122896,Netherlands,Breda,Noord-Brabant,"smoky,body",,Can,1254461002,4842393,122896,https://untappd.s3.amazonaws.com/photos/2023_03_10/644d2795866718063e4be8126abb85a8_raw.jpg,3.97,3.94,"Kevin Schomper,Stefan Jansen,Marcel van Heerdt,Erik Evers,Roy van den Berg,Hugo Ulfman,Raymond Hildering",2,0
"Kerel Stout","VBDCK Brewery","Stout - Other",6,44,"Tja dat is stout",Avisi,Arnhem,Gelderland,Nederland,51.9839,5.8994,2.75,"2023-03-10 20:47:24",https://api.untappd.com/c/1254495407,https://api.untappd.com/beer/2161381,https://api.untappd.com/brewery/250878,Belgium,Temse,"Vlaams Gewest","coffee,licorice",,Bottle,1254495407,2161381,250878,https://untappd.s3.amazonaws.com/photos/2023_03_10/137b6d154a044b9642aec0e7b855754d_raw.jpg,3.27,3.28,"Kevin Schomper,Stefan Jansen,Marcel van Heerdt,Erik Evers,Roy van den Berg,Hugo Ulfman,Raymond Hildering",2,0
"Laura Bullion","Amager Bryghus","Barleywine - Other",12.4,66,,Avisi,Arnhem,Gelderland,Nederland,51.9839,5.8994,4,"2023-03-10 21:12:57",https://api.untappd.com/c/1254511926,https://api.untappd.com/beer/4699697,https://api.untappd.com/brewery/1950,Denmark,Kastrup,"Region Sjælland","barrel aged",,Bottle,1254511926,4699697,1950,https://untappd.s3.amazonaws.com/photos/2023_03_10/130eb5f06fb5602efd884084563e0d58_raw.jpg,3.94,3.89,"Marcel van Heerdt,Erik Evers,Roy van den Berg,Hugo Ulfman,Raymond Hildering,Kevin Schomper,Stefan Jansen",2,0
Pilsener,"Hertog Jan","Pilsner - Other",5.1,21,"Ik dacht dat ik van een Heineken aan het lurken was tot de helft van de inhoud","Freaky Pianobar",Arnhem,Gelderland,Nederland,51.9825,5.90464,3,"2023-03-10 23:02:32",https://api.untappd.com/c/1254580944,https://api.untappd.com/beer/94130,https://api.untappd.com/brewery/1953,Netherlands,Arcen,Limburg,"smooth,light bodied",,Draft,1254580944,94130,1953,https://untappd.s3.amazonaws.com/photos/2023_03_10/8401a85d7dc91f1048b0759aa9af730f_raw.jpg,3.63,3.63,"Kevin Schomper,Stefan Jansen,Marcel van Heerdt,Raymond Hildering",2,0
Pilsener,"Hertog Jan","Pilsner - Other",5.1,21,"Daar gaat ie weer; een nieuwe","Freaky Pianobar",Arnhem,Gelderland,Nederland,51.9825,5.90464,3,"2023-03-10 23:03:30",https://api.untappd.com/c/1254581509,https://api.untappd.com/beer/94130,https://api.untappd.com/brewery/1953,Netherlands,Arcen,Limburg,"smooth,light bodied",,Draft,1254581509,94130,1953,https://untappd.s3.amazonaws.com/photos/2023_03_10/b5e9c3ba0918087f3f5bb81c55713772_raw.jpg,3.63,3.63,"Kevin Schomper,Stefan Jansen,Marcel van Heerdt,Raymond Hildering",2,0
Pilsener,"Hertog Jan","Pilsner - Other",5.1,21,"De quadrulogie ofzo","Freaky Pianobar",Arnhem,Gelderland,Nederland,51.9825,5.90464,3,"2023-03-10 23:50:24",https://api.untappd.com/c/1254608287,https://api.untappd.com/beer/94130,https://api.untappd.com/brewery/1953,Netherlands,Arcen,Limburg,"light bodied,smooth",,Draft,1254608287,94130,1953,https://untappd.s3.amazonaws.com/photos/2023_03_10/c751e17c21aabba40e1970b37f1a704e_raw.jpg,3.63,3.63,"Stefan Jansen,Marcel van Heerdt,Kevin Schomper,Raymond Hildering",2,0
Heineken,Heineken,"Lager - Pale",5,23,Pilsproeverij,Est,,,Nederland,51.8522,5.31464,2.5,"2023-03-11 19:22:52",https://api.untappd.com/c/1254926702,https://api.untappd.com/beer/5860,https://api.untappd.com/brewery/1400,Netherlands,Zoeterwoude,Zuid-Holland,"light bodied,clean,smooth",,Can,1254926702,5860,1400,https://untappd.s3.amazonaws.com/photos/2023_03_11/ebf112f59ab6d19edd38f703dfb95992_raw.jpg,2.95,2.95,"Kiria Brandsma",3,0
"AH Basic Premium Lager",Brouwers,"Lager - Pale",4.7,0,"Bruh. Bijna net zo goed als Heineken (Pilsproeverij)",Est,,,Nederland,51.8522,5.31464,2,"2023-03-11 19:57:51",https://api.untappd.com/c/1254954079,https://api.untappd.com/beer/603300,https://api.untappd.com/brewery/18738,Netherlands,Zaandam,Noord-Holland,"light bodied",,Bottle,1254954079,603300,18738,https://untappd.s3.amazonaws.com/photos/2023_03_11/d9f1cadea36fea1293540480133a4875_raw.jpg,2.45,2.47,"Kiria Brandsma",2,0
"De Klok","Koninklijke Grolsch","Pilsner - Other",4.8,24,"Een man van cultuur drinkt z'n Klok op kamertemperatuur en hij wordt er nog beter van ook (Pilsproeverij)",Est,,,Nederland,51.8522,5.31464,3.25,"2023-03-11 21:01:42",https://api.untappd.com/c/1255009743,https://api.untappd.com/beer/160756,https://api.untappd.com/brewery/4058,Netherlands,Enschede,Overijssel,"light bodied,smooth,warm",,Can,1255009743,160756,4058,https://untappd.s3.amazonaws.com/photos/2023_03_11/3752ead017d1d9120d144de7e08d12cb_raw.jpg,2.98,2.98,"Kiria Brandsma",3,0
Jupiler,"Brasserie Jupiler","Pilsner - Other",5.2,25,Pilsproeverij,Est,,,Nederland,51.8522,5.31464,3.25,"2023-03-12 15:52:13",https://api.untappd.com/c/1255362881,https://api.untappd.com/beer/4679,https://api.untappd.com/brewery/5460,Belgium,Liège,"Région Wallonne","light bodied,smooth,sweet",,Can,1255362881,4679,5460,https://untappd.s3.amazonaws.com/photos/2023_03_12/bee3a1443cf4dda66281a409fc91fd4d_raw.jpg,3.24,3.24,"Kiria Brandsma",3,0
Pilsener,"Hertog Jan","Pilsner - Other",5.1,21,Pilsproeverij,Est,,,Nederland,51.8522,5.31464,3.25,"2023-03-12 17:58:50",https://api.untappd.com/c/1255400346,https://api.untappd.com/beer/94130,https://api.untappd.com/brewery/1953,Netherlands,Arcen,Limburg,"smooth,light bodied,clean,sweet",,Can,1255400346,94130,1953,https://untappd.s3.amazonaws.com/photos/2023_03_12/93158c8eca4d7513ebfd007edc480413_raw.jpg,3.63,3.63,"Kiria Brandsma",2,0
"Guinness Draught",Guinness,"Stout - Irish Dry",4.2,45,"Het toetje na de pilsproeverij",Est,,,Nederland,51.8522,5.31464,3.5,"2023-03-12 18:37:43",https://api.untappd.com/c/1255415559,https://api.untappd.com/beer/4473,https://api.untappd.com/brewery/49,Ireland,Dublin,"County Dublin","dark,smooth,light bodied,coffee",,Can,1255415559,4473,49,https://untappd.s3.amazonaws.com/photos/2023_03_12/8fd28da75abbe23fbaf1a0e4ea9234ad_raw.jpg,3.77,3.77,"Kiria Brandsma",2,0
Imago,"The Piggy Brewing Company","IPA - Imperial / Double New England / Hazy",8,0,,Avisi,Arnhem,Gelderland,Nederland,51.9839,5.8994,3.75,"2023-03-16 17:30:04",https://api.untappd.com/c/1256124418,https://api.untappd.com/beer/4375348,https://api.untappd.com/brewery/240591,France,Liverdun,"Grand Est","tropical,fruity,citrus",,Can,1256124418,4375348,240591,https://untappd.s3.amazonaws.com/photos/2023_03_16/deb36e1dcde2cc9a690e9c71faac5edb_raw.jpg,4.05,4.02,"Stefan Jansen,Marcel van Heerdt,Roy van den Berg,Jasper Wesselink",2,0
"Selfish Games Raspberry Milk Stout","HORIZONT Brewing","Stout - Milk / Sweet",7,0,,Avisi,Arnhem,Gelderland,Nederland,51.9839,5.8994,3.5,"2023-03-16 18:37:11",https://api.untappd.com/c/1256138992,https://api.untappd.com/beer/4551260,https://api.untappd.com/brewery/135221,Hungary,Budapest,Közép-Magyarország,"raspberry,chocolate,coffee,fruity,brown sugar",,Can,1256138992,4551260,135221,https://untappd.s3.amazonaws.com/photos/2023_03_16/d98d2af780d649bb6d3e44905b244e29_raw.jpg,3.7,3.7,"Jasper Wesselink,Marcel van Heerdt,Roy van den Berg",2,0
"Daily Grind #2","Moersleutel Craft Brewery","Stout - Coffee",8,0,"Prima pilske maar wel een bodem vol met vlokkenmix",Avisi,Arnhem,Gelderland,Nederland,51.9839,5.8994,3.75,"2023-03-17 15:50:11",https://api.untappd.com/c/1256367331,https://api.untappd.com/beer/4795311,https://api.untappd.com/brewery/269726,Netherlands,Alkmaar,Noord-Holland,"thick,coffee,creamy",,Bottle,1256367331,4795311,269726,https://untappd.s3.amazonaws.com/photos/2023_03_17/01dfd88040a6649b52f22bbd6bac341d_raw.jpg,3.8,3.8,,1,0
"Takas - The Chocolate Almond Torte Torturer","Moersleutel Craft Brewery","Stout - Imperial / Double Pastry",11,0,,Avisi,Arnhem,Gelderland,Nederland,51.9839,5.8994,4,"2023-03-17 16:36:35",https://api.untappd.com/c/1256377374,https://api.untappd.com/beer/4654092,https://api.untappd.com/brewery/269726,Netherlands,Alkmaar,Noord-Holland,"chocolate,thick,dark,sweet",,,1256377374,4654092,269726,https://untappd.s3.amazonaws.com/photos/2023_03_17/95676a193ee7c9c2829aadf675afd8f9_raw.jpg,4.1,4.08,"Jasper Wesselink,Marcel van Heerdt,Stefan Jansen,Kevin Schomper,Erik Evers,Hugo Ulfman,Albert Veldman,Geert L",2,0
"GraxXx Reloaded","Moersleutel Craft Brewery","Stout - Imperial / Double Pastry",11,0,,Avisi,Arnhem,Gelderland,Nederland,51.9839,5.8994,4,"2023-03-17 18:04:06",https://api.untappd.com/c/1256410545,https://api.untappd.com/beer/4592463,https://api.untappd.com/brewery/269726,Netherlands,Alkmaar,Noord-Holland,"sweet,full bodied,chocolate,vanilla",,Can,1256410545,4592463,269726,https://untappd.s3.amazonaws.com/photos/2023_03_17/d39857b3956bc557a480cec36835c04a_raw.jpg,4.05,4.04,"Stefan Jansen,Erik Evers,Kevin Schomper,Jasper Wesselink,Hugo Ulfman,Geert L",2,0
Heineken,Heineken,"Lager - Pale",5,23,,"Musis Sacrum",Arnhem,Gelderland,Nederland,51.9828,5.91375,2.75,"2023-03-17 20:18:50",https://api.untappd.com/c/1256491995,https://api.untappd.com/beer/5860,https://api.untappd.com/brewery/1400,Netherlands,Zoeterwoude,Zuid-Holland,"light bodied,clean,smooth",,Draft,1256491995,5860,1400,https://untappd.s3.amazonaws.com/photos/2023_03_17/5e3f8fdb8b4009acccd5f1a90933314f_raw.jpg,2.95,2.95,"Kevin Schomper,Stefan Jansen,Erik Evers,Jasper Wesselink,Hugo Ulfman,Geert L,Albert Veldman,Roy van den Berg,Raymond Hildering",1,0
"Affligem Blonde","Affligem Brouwerij","Belgian Blonde",6.7,24,,"Musis Sacrum",Arnhem,Gelderland,Nederland,51.9828,5.91375,3.5,"2023-03-17 21:34:12",https://api.untappd.com/c/1256550781,https://api.untappd.com/beer/15157,https://api.untappd.com/brewery/16791,Belgium,Opwijk,"Vlaams Gewest","smooth,sweet",,Draft,1256550781,15157,16791,https://untappd.s3.amazonaws.com/photos/2023_03_17/16da40f6ff7a3c8edc00a83a580b4347_raw.jpg,3.53,3.53,"Raymond Hildering,Albert Veldman,Geert L,Roy van den Berg,Kevin Schomper,Stefan Jansen,Erik Evers,Jasper Wesselink,Hugo Ulfman",1,0
"Naughty & Nice - Roasted Peanut Caramel Chocolate Stout (Cask Edition)","Vocation Brewery","Stout - Other",4.5,0,,"'T TAPHUYS Arnhem",Arnhem,Gelderland,Nederland,51.9822,5.90732,4,"2023-03-18 00:14:10",https://api.untappd.com/c/1256671306,https://api.untappd.com/beer/5127624,https://api.untappd.com/brewery/198288,England,"Hebden Bridge","West Yorkshire","chocolate,caramel,sweet,hazelnut",,Draft,1256671306,5127624,198288,https://untappd.s3.amazonaws.com/photos/2023_03_17/c1e1d0e32e9ddc390f5a9087314967bf_raw.jpg,3.8,3.76,"Kevin Schomper,Stefan Jansen,Erik Evers,Raymond Hildering,Jasper Wesselink",2,0
"Mooie Nel IPA / Northsea IPA",Jopen,"IPA - American",6.5,70,,"'T TAPHUYS Arnhem",Arnhem,Gelderland,Nederland,51.9822,5.90732,3.5,"2023-03-18 00:37:33",https://api.untappd.com/c/1256686218,https://api.untappd.com/beer/155693,https://api.untappd.com/brewery/620,Netherlands,Haarlem,Noord-Holland,fruity,,Draft,1256686218,155693,620,https://untappd.s3.amazonaws.com/photos/2023_03_17/4826b5435fd04b19bcea42e97f09bd2b_raw.jpg,3.59,3.59,"Kevin Schomper,Stefan Jansen,Erik Evers,Jasper Wesselink,Raymond Hildering",2,0
Pilsener,"Hertog Jan","Pilsner - Other",5.1,21,"Geen idee welk pilsje dit is tbf er staat geen logo op het glas","Piano Bar",,,Nederland,51.9953,4.20754,3.25,"2023-03-18 01:51:25",https://api.untappd.com/c/1256726796,https://api.untappd.com/beer/94130,https://api.untappd.com/brewery/1953,Netherlands,Arcen,Limburg,"light bodied,smooth,clean,sweet,warm",,Draft,1256726796,94130,1953,https://untappd.s3.amazonaws.com/photos/2023_03_18/b3bf551131ea234b0f2be37e1be122b5_raw.jpg,3.63,3.63,"Kevin Schomper,Raymond Hildering",2,0
Lost,BrewDog,"Pilsner - Other",4.5,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.25,"2023-03-24 22:57:23",https://api.untappd.com/c/1258602457,https://api.untappd.com/beer/4139257,https://api.untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,"crisp,refreshing,drying",,Can,1258602457,4139257,241,https://untappd.s3.amazonaws.com/photos/2023_03_24/57181fe09fef4c815c946ffb42f31eea_raw.jpg,3.28,3.29,,2,0
"Tanks Are Made For Brewing","Moersleutel Craft Brewery","Porter - Imperial / Double Baltic",10.5,0,"Slava Ukraini en dergelijke","Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2023-03-25 01:25:25",https://api.untappd.com/c/1258692023,https://api.untappd.com/beer/4989965,https://api.untappd.com/brewery/269726,Netherlands,Alkmaar,Noord-Holland,"chocolate,boozy,smoky,licorice",,,1258692023,4989965,269726,https://untappd.s3.amazonaws.com/photos/2023_03_25/9a97d659d8f4447d9cfb276a0a591a3b_raw.jpg,3.92,3.91,,3,0
"Tripel Karmeliet","Brouwerij Bosteels","Belgian Tripel",8.4,16,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2023-03-26 22:24:34",https://api.untappd.com/c/1259538678,https://api.untappd.com/beer/6511,https://api.untappd.com/brewery/269,Belgium,Buggenhout,Vlaanderen,"smooth,sweet,strong",,Bottle,1259538678,6511,269,https://untappd.s3.amazonaws.com/photos/2023_03_26/c25b48d7f5a19aeaea58ccf01089adac_raw.jpg,3.99,3.99,,2,0
"Leffe Blonde / Blond","Abbaye de Leffe","Belgian Blonde",6.6,20,,Vasim,Nijmegen,Gelderland,Nederland,51.8559,5.83852,3.5,"2023-03-30 18:35:54",https://api.untappd.com/c/1260185213,https://api.untappd.com/beer/5940,https://api.untappd.com/brewery/5,Belgium,Leuven,"Vlaams Gewest","smooth,sweet",,Bottle,1260185213,5940,5,https://untappd.s3.amazonaws.com/photos/2023_03_30/48503ef10027b4188de73b93347af2ef_raw.jpg,3.58,3.58,"Kevin Schomper,Stefan Jansen,Erik Evers,Hugo Ulfman,Albert Veldman,Geert L,Marcel van Heerdt",3,0
"Barbarian Fishing V15","De Kromme Haring","IPA - Imperial / Double New England / Hazy",8,0,,Avisi,Arnhem,Gelderland,Nederland,51.9839,5.8994,3.75,"2023-03-30 19:20:44",https://api.untappd.com/c/1260196504,https://api.untappd.com/beer/5218552,https://api.untappd.com/brewery/66102,Netherlands,Utrecht,Utrecht,"juicy,hoppy",,Can,1260196504,5218552,66102,https://untappd.s3.amazonaws.com/photos/2023_03_30/7a2ac857cb42d17965a9b452a2de425d_raw.jpg,3.95,3.92,"Stefan Jansen,Marcel van Heerdt,Kevin Schomper,Erik Evers,Hugo Ulfman,Albert Veldman,Geert L",4,0
"Midnight Macchiato Bourbon BA (Silver Series)","Pühaste Brewery","Stout - Imperial / Double Coffee",15,0,"Dank je wel Marcel, een mooi afscheidsbier",Avisi,Arnhem,Gelderland,Nederland,51.9839,5.8994,4.75,"2023-03-30 21:10:07",https://api.untappd.com/c/1260231766,https://api.untappd.com/beer/3472457,https://api.untappd.com/brewery/97950,Estonia,Tartu,"Tartu maakond","coffee,thick,toffee,milk",,,1260231766,3472457,97950,https://untappd.s3.amazonaws.com/photos/2023_03_30/fe3f68433d3edd300bfdafada8f9398c_raw.jpg,4.44,4.41,"Stefan Jansen,Marcel van Heerdt,Kevin Schomper,Erik Evers,Hugo Ulfman,Albert Veldman,Geert L",2,0
"Night Hawk",BrewDog,"Stout - Imperial / Double Coffee",8.5,0,,Avisi,Arnhem,Gelderland,Nederland,51.9839,5.8994,3.75,"2023-03-30 22:23:53",https://api.untappd.com/c/1260257649,https://api.untappd.com/beer/5195767,https://api.untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,"coffee,chocolate,roasty",,Can,1260257649,5195767,241,https://untappd.s3.amazonaws.com/photos/2023_03_30/882aa672a35dce61937ac48a18ae5629_raw.jpg,3.89,3.88,"Stefan Jansen,Marcel van Heerdt,Kevin Schomper,Erik Evers,Hugo Ulfman,Albert Veldman,Geert L",1,0
"Ārpus x Moersleutel Coffee x Vanilla x Tonka x Maple Imperial Stout ","Ārpus Brewing Co.","Stout - Imperial / Double Pastry",12,0,,Avisi,Arnhem,Gelderland,Nederland,51.9839,5.8994,4,"2023-03-30 23:05:18",https://api.untappd.com/c/1260271365,https://api.untappd.com/beer/5103682,https://api.untappd.com/brewery/380185,Latvia,Eimuri,"Ādažu novads","coffee,thick,chocolate,warming,molasses",,Can,1260271365,5103682,380185,https://untappd.s3.amazonaws.com/photos/2023_03_30/e9863edbfbb54b05fff266b933381006_raw.jpg,4.27,4.22,"Stefan Jansen,Marcel van Heerdt,Kevin Schomper,Erik Evers,Hugo Ulfman,Albert Veldman,Geert L",3,0
"Zusquoid - The Aztec Chocolate Liquidizer","Moersleutel Craft Brewery","Stout - Imperial / Double Pastry",11,0,,Avisi,Arnhem,Gelderland,Nederland,51.9839,5.8994,4,"2023-03-31 00:12:29",https://api.untappd.com/c/1260292716,https://api.untappd.com/beer/5110575,https://api.untappd.com/brewery/269726,Netherlands,Alkmaar,Noord-Holland,"chocolate,thick,full bodied,sweet",,Can,1260292716,5110575,269726,https://untappd.s3.amazonaws.com/photos/2023_03_30/34e1e4c1cf2ed38fc0cb087df44d93af_raw.jpg,3.93,3.92,"Stefan Jansen,Marcel van Heerdt,Kevin Schomper",2,0
"Lowlander Winter I.P.A.","Lowlander Botanical Beer","IPA - White / Wheat",5,35,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.5,"2023-03-31 18:38:41",https://api.untappd.com/c/1260455336,https://api.untappd.com/beer/2874384,https://api.untappd.com/brewery/219305,Netherlands,Amsterdam,Noord-Holland,"juniper,spruce",,Bottle,1260455336,2874384,219305,https://untappd.s3.amazonaws.com/photos/2023_03_31/6b145a58b6a4240d60fdf7c400003f96_raw.jpg,3.44,3.44,Ron,2,0
