beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
"Mönchsambacher Lagerbier","Brauerei Zehendner","Kellerbier / Zwickelbier",5.5,0,LCI,"Zum Franziskaner",Stockholm,Storstockholm,Sverige,59.3224,18.0743,3.25,"2023-07-02 00:08:21",https://api.untappd.com/c/1289778050,https://api.untappd.com/beer/30638,https://api.untappd.com/brewery/8165,Germany,Burgebrach,Bayern,"smooth,clean",,Draft,1289778050,30638,8165,https://untappd.s3.amazonaws.com/photos/2023_07_01/bdf077a1a683aec173aa90404685e9db_raw.jpg,3.74,3.74,,2,0
Pilsener,"Hertog Jan","Pilsner - Other",5.1,21,,"HAN ICA Ruitenberglaan 26",Arnhem,Gelderland,Nederland,51.9871,5.95125,3.25,"2023-07-06 17:18:19",https://api.untappd.com/c/1291110079,https://api.untappd.com/beer/94130,https://api.untappd.com/brewery/1953,Netherlands,Arcen,Limburg,"smooth,light bodied",,Bottle,1291110079,94130,1953,https://untappd.s3.amazonaws.com/photos/2023_07_06/d9c12821668a44520e1e96aaaa6c330b_raw.jpg,3.63,3.63,,2,0
"Affligem Tripel","Affligem Brouwerij","Belgian Tripel",9,0,,Eataliano,Huissen,Gelderland,Nederland,51.9338,5.93899,3.5,"2023-07-06 18:50:10",https://api.untappd.com/c/1291133802,https://api.untappd.com/beer/3479,https://api.untappd.com/brewery/16791,Belgium,Opwijk,"Vlaams Gewest","strong,sweet,smooth",,Bottle,1291133802,3479,16791,https://untappd.s3.amazonaws.com/photos/2023_07_06/097e6e388e011f5d4bf1f6dab632388b_raw.jpg,3.67,3.67,,3,0
"Oijens Blond","Speciaalbierbrouwerij Oijen","Blonde / Golden Ale - Other",6,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.5,"2023-07-07 21:17:57",https://api.untappd.com/c/1291533494,https://api.untappd.com/beer/392249,https://api.untappd.com/brewery/21753,Netherlands,Oijen,Noord-Brabant,"warm,bitter",,Bottle,1291533494,392249,21753,https://untappd.s3.amazonaws.com/photos/2023_07_07/6eace3bf6bb8628496eff176870c5c4c_raw.jpg,3.35,3.37,,2,0
"Goudsch Wit","Stadsbrouwerij De Goudsche Leeuw","Wheat Beer - Witbier / Blanche",5,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.25,"2023-07-08 19:05:42",https://api.untappd.com/c/1291957252,https://api.untappd.com/beer/387213,https://api.untappd.com/brewery/54020,Netherlands,Gouda,Zuid-Holland,"light bodied",,Bottle,1291957252,387213,54020,https://untappd.s3.amazonaws.com/photos/2023_07_08/8d24f07f23447b33319694237ff070b0_raw.jpg,3.2,3.28,Ron,2,0
"Desperados Original","Desperados NL","Lager - Other",5.9,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.25,"2023-07-08 19:15:29",https://api.untappd.com/c/1291964612,https://api.untappd.com/beer/5997,https://api.untappd.com/brewery/1429,Netherlands,Amsterdam,Noord-Holland,"sweet,fruity,light bodied",,Bottle,1291964612,5997,1429,https://untappd.s3.amazonaws.com/photos/2023_07_08/7ab7a99779471d3f2164c6f31aa557c7_raw.jpg,3.25,3.25,Ron,3,0
"Krib 875","Woal. Brouwers","Blonde / Golden Ale - Other",8.5,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2023-07-08 22:24:17",https://api.untappd.com/c/1292124214,https://api.untappd.com/beer/3806580,https://api.untappd.com/brewery/466458,Netherlands,Gendt,Gelderland,"strong,body,elegant",,Bottle,1292124214,3806580,466458,https://untappd.s3.amazonaws.com/photos/2023_07_08/e1964e89695e7b6b4f267638304e57fb_raw.jpg,3.64,3.65,Ron,2,0
"Je Moeder","Vet & Lazy","Belgian Tripel",8.5,25,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2023-07-14 21:47:38",https://api.untappd.com/c/1293846191,https://api.untappd.com/beer/1826582,https://api.untappd.com/brewery/302466,Netherlands,Rotterdam,Zuid-Holland,"sweet,fruity,bitter,soft",,,1293846191,1826582,302466,https://untappd.s3.amazonaws.com/photos/2023_07_14/ba77352f96b3804e19fd82d7f890bbff_raw.jpg,3.5,3.5,,3,0
"Must Kuld Cinnamon Swirl",Põhjala,"Porter - Other",7.8,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2023-07-14 23:38:28",https://api.untappd.com/c/1293919511,https://api.untappd.com/beer/5110606,https://api.untappd.com/brewery/54434,Estonia,Tallinn,"Harju maakond","cinnamon,coffeeish,light bodied",,Bottle,1293919511,5110606,54434,https://untappd.s3.amazonaws.com/photos/2023_07_14/667544648a7def9286efe90a812478d6_raw.jpg,3.57,3.59,,3,0
"Oijens I.P.A.","Speciaalbierbrouwerij Oijen","IPA - English",6,65,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.5,"2023-07-15 20:07:24",https://api.untappd.com/c/1294288111,https://api.untappd.com/beer/353371,https://api.untappd.com/brewery/21753,Netherlands,Oijen,Noord-Brabant,"hoppy,citrus,tropical",,Bottle,1294288111,353371,21753,https://untappd.s3.amazonaws.com/photos/2023_07_15/2f09f1bcb73786d5286643561e5a604c_raw.jpg,3.23,3.26,,3,0
"Papa Beer (2021-)","Brouwerij Eleven","IPA - New England / Hazy",5.5,25,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.25,"2023-07-15 22:49:24",https://api.untappd.com/c/1294429944,https://api.untappd.com/beer/4164520,https://api.untappd.com/brewery/387329,Netherlands,Utrecht,Utrecht,"citrusy,tropical,light bodied",,Can,1294429944,4164520,387329,https://untappd.s3.amazonaws.com/photos/2023_07_15/28c20232bb6097b456d58fdc06da1fa5_raw.jpg,3.57,3.57,,3,0
"Grolsch Premium Lager","Koninklijke Grolsch","Pilsner - Other",5,28,,"Sushi Koi",Arnhem,Gelderland,Nederland,51.9831,5.90779,3.25,"2023-07-16 19:23:46",https://api.untappd.com/c/1294767162,https://api.untappd.com/beer/7221,https://api.untappd.com/brewery/4058,Netherlands,Enschede,Overijssel,"light bodied,smooth,clean",,Draft,1294767162,7221,4058,https://untappd.s3.amazonaws.com/photos/2023_07_16/5c615f65f7d0f82ae4ba06a42d83ea10_raw.jpg,3.26,3.26,,2,0
"Grolsch Premium Lager","Koninklijke Grolsch","Pilsner - Other",5,28,,"Sushi Koi",Arnhem,Gelderland,Nederland,51.9831,5.90779,3.25,"2023-07-16 20:26:34",https://api.untappd.com/c/1294798736,https://api.untappd.com/beer/7221,https://api.untappd.com/brewery/4058,Netherlands,Enschede,Overijssel,"light bodied,smooth,clean",,Draft,1294798736,7221,4058,https://untappd.s3.amazonaws.com/photos/2023_07_16/e8c99f9aaf10191a8053ba10ebd014ed_raw.jpg,3.26,3.26,,2,2
"Gouverneur Stout op Hout",Lindeboom,"Stout - American",7.5,25,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.5,"2023-07-21 20:43:45",https://api.untappd.com/c/1296161146,https://api.untappd.com/beer/881200,https://api.untappd.com/brewery/2235,Netherlands,Neer,Limburg,"smooth,bitter,sweet",,Bottle,1296161146,881200,2235,https://untappd.s3.amazonaws.com/photos/2023_07_21/52f23cea6970fcb76e22bfa3e10155ec_raw.jpg,3.38,3.38,"Ron,Kiria Brandsma",2,0
"Abt 12","Brouwerij St.Bernardus","Belgian Quadrupel",10,20,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2023-07-21 23:42:37",https://api.untappd.com/c/1296281471,https://api.untappd.com/beer/6760,https://api.untappd.com/brewery/296,Belgium,Poperinge,"Vlaams Gewest","dark,smooth,sweet,malty",,Bottle,1296281471,6760,296,https://untappd.s3.amazonaws.com/photos/2023_07_21/69d51cf349e649347142a8825186cea4_raw.jpg,4,4,"Kiria Brandsma,Ron",3,0
"Espresso Stout","Brouwerij Emelisse","Stout - Coffee",9.5,14,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2023-07-22 20:59:35",https://api.untappd.com/c/1296700239,https://api.untappd.com/beer/11726,https://api.untappd.com/brewery/9171,Netherlands,Goes,Zeeland,"coffee,dark,strong,smooth",,Bottle,1296700239,11726,9171,https://untappd.s3.amazonaws.com/photos/2023_07_22/ceba2d418cc8687bc4d2245d0d530ccf_raw.jpg,3.74,3.74,Ron,1,0
"RIS22, Bourbon Infused Russian Imperial Stout","Berging Brouwerij","Stout - Russian Imperial",8.4,62,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2023-07-22 22:30:47",https://api.untappd.com/c/1296783021,https://api.untappd.com/beer/4685716,https://api.untappd.com/brewery/70527,Netherlands,Purmerend,Noord-Holland,"coffee,creamy,thick",,Bottle,1296783021,4685716,70527,https://untappd.s3.amazonaws.com/photos/2023_07_22/63e12acf97eb687b5be254cd59420db5_raw.jpg,3.73,3.72,Ron,1,0
"Oijens Donker","Speciaalbierbrouwerij Oijen","Belgian Dubbel",6,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.5,"2023-07-28 20:32:31",https://api.untappd.com/c/1298531479,https://api.untappd.com/beer/363482,https://api.untappd.com/brewery/21753,Netherlands,Oijen,Noord-Brabant,"dark,sweet,fruity,chocolate",,Bottle,1298531479,363482,21753,https://untappd.s3.amazonaws.com/photos/2023_07_28/67060e849ee85c25dae1d5301a0e76fe_raw.jpg,3.18,3.23,,2,0
"Hel & Verdoemenis","Brouwerij de Molen","Stout - Russian Imperial",10,102,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2023-07-28 21:22:30",https://api.untappd.com/c/1298567297,https://api.untappd.com/beer/59860,https://api.untappd.com/brewery/3367,Netherlands,Bodegraven,Zuid-Holland,"dark,rich,licorice",,Bottle,1298567297,59860,3367,https://untappd.s3.amazonaws.com/photos/2023_07_28/5bcb0cc33809079f5ec5149b54a4b0e7_raw.jpg,3.86,3.86,Ron,2,0
"Lander Bräu","H-West B.V.","Lager - Pale",4.9,21,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.25,"2023-07-29 16:18:32",https://api.untappd.com/c/1298894330,https://api.untappd.com/beer/337512,https://api.untappd.com/brewery/4066,Netherlands,"De Meern",Utrecht,"light bodied,thin,bitter,sweet",,Can,1298894330,337512,4066,https://untappd.s3.amazonaws.com/photos/2023_07_29/483b50a896ce37f3ac0bdc3f55b162de_raw.jpg,2.67,2.69,"Kiria Brandsma",3,0
"Jarige Jos","Stadsbrouwerij Veenendaal","Belgian Tripel",9,25,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2023-08-04 21:50:59",https://api.untappd.com/c/1300994576,https://api.untappd.com/beer/4786910,https://api.untappd.com/brewery/263833,Netherlands,Veenendaal,Utrecht,"sweetness,smooth,whisky",,Bottle,1300994576,4786910,263833,https://untappd.s3.amazonaws.com/photos/2023_08_04/0a34c418ed3077c3b943bdf95d0ad833_raw.jpg,3.77,3.74,,3,0
"Gouden Gilbert","Stadsbrouwerij Veenendaal","Blonde / Golden Ale - Other",6.5,25,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2023-08-05 23:34:34",https://api.untappd.com/c/1301638999,https://api.untappd.com/beer/3582295,https://api.untappd.com/brewery/263833,Netherlands,Veenendaal,Utrecht,"crisp,light bodied,citrusy,fruity",,Bottle,1301638999,3582295,263833,https://untappd.s3.amazonaws.com/photos/2023_08_05/95bd5275fcb81b329a53fa83b03118ac_raw.jpg,3.32,3.4,,3,0
"Weizen Walter","Stadsbrouwerij Veenendaal","Wheat Beer - Hefeweizen",5.8,16,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.5,"2023-08-06 17:39:07",https://api.untappd.com/c/1301888530,https://api.untappd.com/beer/3764622,https://api.untappd.com/brewery/263833,Netherlands,Veenendaal,Utrecht,"sweet,malty,yeasty",,Bottle,1301888530,3764622,263833,https://untappd.s3.amazonaws.com/photos/2023_08_06/92c6bc159704b1d5283ec143854b6378_raw.jpg,3.35,3.45,,3,0
"Tripel Thomas","Stadsbrouwerij Veenendaal","Belgian Tripel",9,22,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2023-08-06 21:05:08",https://api.untappd.com/c/1301986414,https://api.untappd.com/beer/4053774,https://api.untappd.com/brewery/263833,Netherlands,Veenendaal,Utrecht,"sweet,honey",,Can,1301986414,4053774,263833,https://untappd.s3.amazonaws.com/photos/2023_08_06/bd00bcac1fe17b4196cbc7192f9fa6b5_raw.jpg,3.5,3.55,,3,0
"Oudaen Witbier","Stadskasteel Oudaen","Wheat Beer - Witbier / Blanche",5,0,,"Barista Cafe Veenendaal",Veenendaal,Utrecht,Nederland,52.0277,5.55822,3.5,"2023-08-11 17:29:18",https://api.untappd.com/c/1303212004,https://api.untappd.com/beer/104725,https://api.untappd.com/brewery/12165,Netherlands,Utrecht,Utrecht,"smooth,sweet,citrus,subtle",,Bottle,1303212004,104725,12165,https://untappd.s3.amazonaws.com/photos/2023_08_11/e9775d6aac470e5369caff042437037f_raw.jpg,3.49,3.49,,1,0
Skuumkoppe,"Texelse Bierbrouwerij","Wheat Beer - Dunkelweizen",6,16,,"Barista Cafe Veenendaal",Veenendaal,Utrecht,Nederland,52.0277,5.55822,3.5,"2023-08-11 17:50:51",https://api.untappd.com/c/1303220853,https://api.untappd.com/beer/51276,https://api.untappd.com/brewery/2245,Netherlands,Oudeschild,Noord-Holland,"smooth,soft,sweet",,Bottle,1303220853,51276,2245,https://untappd.s3.amazonaws.com/photos/2023_08_11/495aa43ebd701b10dfbdfbc650278de7_raw.jpg,3.63,3.63,,1,0
Pilsener,"Koninklijke Brand Bierbrouwerij","Pilsner - Other",5,27,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.25,"2023-08-12 17:09:28",https://api.untappd.com/c/1303721430,https://api.untappd.com/beer/63303,https://api.untappd.com/brewery/2053,Netherlands,Wijlre,Limburg,"light bodied,smooth,bitter",,Bottle,1303721430,63303,2053,https://untappd.s3.amazonaws.com/photos/2023_08_12/abcf765b69fb23a7c6f6b9b1fa9084ba_raw.jpg,3.26,3.26,,2,0
"Affligem Dubbel","Affligem Brouwerij","Belgian Dubbel",6.8,21,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.5,"2023-08-12 19:50:46",https://api.untappd.com/c/1303829388,https://api.untappd.com/beer/3566,https://api.untappd.com/brewery/16791,Belgium,Opwijk,"Vlaams Gewest","dark,sweet,smooth",,Bottle,1303829388,3566,16791,https://untappd.s3.amazonaws.com/photos/2023_08_12/fdb4c7da609c55eb39a0f07577c0ea49_raw.jpg,3.45,3.45,,2,0
"Stoute Sanne","Stadsbrouwerij Veenendaal","Stout - Imperial / Double",10.5,60,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2023-08-14 20:11:04",https://api.untappd.com/c/1304619231,https://api.untappd.com/beer/3702507,https://api.untappd.com/brewery/263833,Netherlands,Veenendaal,Utrecht,"dark,full bodied,chocolate,coffee",,Bottle,1304619231,3702507,263833,https://untappd.s3.amazonaws.com/photos/2023_08_14/62101bc83ddec4f69a939115116cde64_raw.jpg,3.6,3.63,Ron,3,0
"Purple Is the New Black","Brouwerij Kees","Stout - Imperial / Double Pastry",10.5,25,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2023-08-15 20:45:17",https://api.untappd.com/c/1304838716,https://api.untappd.com/beer/5247667,https://api.untappd.com/brewery/188723,Netherlands,Middelburg,Zeeland,"full bodied,sweet,sweet potato,ube",,Can,1304838716,5247667,188723,https://untappd.s3.amazonaws.com/photos/2023_08_15/42e342f4120efa421ea0d73dfeaaa0ee_raw.jpg,3.83,3.82,,2,0
Lummus,"Pühaste Brewery","Stout - Imperial / Double Milk",11.5,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2023-08-16 20:35:41",https://api.untappd.com/c/1305057739,https://api.untappd.com/beer/5244752,https://api.untappd.com/brewery/97950,Estonia,Tartu,"Tartu maakond","vanilla,lactose,coffee",,Can,1305057739,5244752,97950,https://untappd.s3.amazonaws.com/photos/2023_08_16/512de359dcceeea97342b0475034c6d3_raw.jpg,3.97,3.94,"Kiria Brandsma",4,0
"CORNET Oaked","Brouwerij De Hoorn","Belgian Strong Golden Ale",8.5,25,,"House of Billiards",Arnhem,Gelderland,Nederland,51.9819,5.90678,3.75,"2023-08-17 17:34:27",https://api.untappd.com/c/1305243604,https://api.untappd.com/beer/828399,https://api.untappd.com/brewery/150230,Belgium,Londerzeel,"Vlaams Gewest","smooth,sweet",,Draft,1305243604,828399,150230,https://untappd.s3.amazonaws.com/photos/2023_08_17/640f2fe4e01219fea98a9586937c05f7_raw.jpg,3.61,3.61,"Kiria Brandsma",3,0
"Strawberry Sundae","Vault City Brewing","Sour - Fruited",5,0,,"'T TAPHUYS Arnhem",Arnhem,Gelderland,Nederland,51.9822,5.90732,4,"2023-08-17 19:50:43",https://api.untappd.com/c/1305284765,https://api.untappd.com/beer/4836999,https://api.untappd.com/brewery/399292,Scotland,Edinburgh,Edinburgh,"strawberry,sweet",,Draft,1305284765,4836999,399292,https://untappd.s3.amazonaws.com/photos/2023_08_17/a1ec60c488440448c7a733bf0736b805_raw.jpg,3.97,3.97,"Kiria Brandsma",3,0
"Gueuze Tilquin – Draft Version","Gueuzerie Tilquin","Lambic - Gueuze",5.3,14,,"'T TAPHUYS Arnhem",Arnhem,Gelderland,Nederland,51.9822,5.90732,3.75,"2023-08-17 20:15:20",https://api.untappd.com/c/1305293908,https://api.untappd.com/beer/186050,https://api.untappd.com/brewery/12269,Belgium,Rebecq,"Région Wallonne","sour,tart",,Draft,1305293908,186050,12269,https://untappd.s3.amazonaws.com/photos/2023_08_17/c52ef24c85676fad7cfba08287c3492e_raw.jpg,4,4,"Kiria Brandsma",2,0
"Scream Egg Series Salted Caramel Fudge","Amundsen Brewery","Stout - Pastry",7,0,,"'T TAPHUYS Arnhem",Arnhem,Gelderland,Nederland,51.9822,5.90732,3.5,"2023-08-17 20:31:42",https://api.untappd.com/c/1305300419,https://api.untappd.com/beer/5284139,https://api.untappd.com/brewery/16909,Norway,Hauketo,Oslo,"light bodied,thin,creamy",,Draft,1305300419,5284139,16909,https://untappd.s3.amazonaws.com/photos/2023_08_17/5614efa59f03ce182602f33026379570_raw.jpg,3.68,3.69,"Kiria Brandsma",3,0
"Royal Obsession","Two Chefs Brewing","Sour - Fruited",9.2,10,,"'T TAPHUYS Arnhem",Arnhem,Gelderland,Nederland,51.9822,5.90732,4,"2023-08-17 20:37:44",https://api.untappd.com/c/1305302762,https://api.untappd.com/beer/5320923,https://api.untappd.com/brewery/43977,Netherlands,Amsterdam,Noord-Holland,"raspberry,sour,fruity,sweet",,Draft,1305302762,5320923,43977,https://untappd.s3.amazonaws.com/photos/2023_08_17/bfaa566194bfd3a92bc357e8e05d653f_raw.jpg,3.69,3.69,"Kiria Brandsma",3,0
"‘T Veentje","Stadsbrouwerij Veenendaal","Blonde / Golden Ale - Other",6,30,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.25,"2023-08-18 21:44:25",https://api.untappd.com/c/1305683309,https://api.untappd.com/beer/5170403,https://api.untappd.com/brewery/263833,Netherlands,Veenendaal,Utrecht,"light bodied,sweetness",,Bottle,1305683309,5170403,263833,https://untappd.s3.amazonaws.com/photos/2023_08_18/7ac6cf4571d6e9b1c31218c3ab180281_raw.jpg,3.22,3.47,"Kiria Brandsma",3,0
"Special ex-Port barrel aged Tripel ","Stadsbrouwerij Veenendaal","Belgian Tripel",9.5,30,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2023-08-19 21:34:16",https://api.untappd.com/c/1306202884,https://api.untappd.com/beer/5389408,https://api.untappd.com/brewery/263833,Netherlands,Veenendaal,Utrecht,"barrel aged,subtle,sweet,bitter",,Bottle,1306202884,5389408,263833,https://untappd.s3.amazonaws.com/photos/2023_08_19/c60cda5065fbc7f651dd9ea883716dab_raw.jpg,3.79,3.72,,3,0
"Special Redbeard Tripel","Stadsbrouwerij Veenendaal","Belgian Tripel",9,42,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.5,"2023-08-20 21:44:11",https://api.untappd.com/c/1306661712,https://api.untappd.com/beer/5452644,https://api.untappd.com/brewery/263833,Netherlands,Veenendaal,Utrecht,"strong,fullness,earthy",,Bottle,1306661712,5452644,263833,https://untappd.s3.amazonaws.com/photos/2023_08_20/a245ff1beef9a2de54eddcf3678d65df_raw.jpg,3.76,3.71,,3,0
"Elvis Juice",BrewDog,"IPA - Fruited",6.5,40,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.25,"2023-08-22 22:36:59",https://api.untappd.com/c/1307074792,https://api.untappd.com/beer/1441008,https://api.untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,"grapefruity,fruity,hoppy",,Can,1307074792,1441008,241,https://untappd.s3.amazonaws.com/photos/2023_08_22/760868bbdc382c1142b02657b1f83b42_raw.jpg,3.7,3.7,,2,0
"Hazy Jane",BrewDog,"IPA - New England / Hazy",5,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.5,"2023-08-23 21:17:14",https://api.untappd.com/c/1307256046,https://api.untappd.com/beer/3560731,https://api.untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,"hazy,citrusy,light bodied,dry,citrus",,Can,1307256046,3560731,241,https://untappd.s3.amazonaws.com/photos/2023_08_23/e6ae568ffbed5a91afa1951ff710b816_raw.jpg,3.68,3.68,,2,0
"Hazy Jane Guava",BrewDog,"IPA - Milkshake",5,20,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2023-08-24 21:12:21",https://api.untappd.com/c/1307484054,https://api.untappd.com/beer/4369391,https://api.untappd.com/brewery/241,Scotland,Ellon,Aberdeenshire,"guava,tropical,fruity",,Can,1307484054,4369391,241,https://untappd.s3.amazonaws.com/photos/2023_08_24/cc3cd3eddeee3ba02ebc96418a56fcf9_raw.jpg,3.71,3.71,,2,0
Lentebier,"Bierbrouwerij Openluchtmuseum","Bock - Hell / Maibock / Lentebock",6.5,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.5,"2023-08-25 20:21:28",https://api.untappd.com/c/1307768831,https://api.untappd.com/beer/1058210,https://api.untappd.com/brewery/51521,Netherlands,Arnhem,Gelderland,"smooth,malty",,Bottle,1307768831,1058210,51521,https://untappd.s3.amazonaws.com/photos/2023_08_25/17722d4680a91819580d8b293331fe66_raw.jpg,3.45,3.51,Ron,3,0
"Cloud #24",Hopalaa,"IPA - Milkshake",7,0,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.75,"2023-08-25 21:32:04",https://api.untappd.com/c/1307814609,https://api.untappd.com/beer/5304451,https://api.untappd.com/brewery/426920,Latvia,Zemgale,"Jelgava Municipality","juicy,hoppy,lactose",,Can,1307814609,5304451,426920,https://untappd.s3.amazonaws.com/photos/2023_08_25/f5cd29f4688d4735f9b2ed263b54d1ae_raw.jpg,3.98,3.89,Ron,3,0
"Westmalle Trappist Dubbel","Brouwerij der Trappisten van Westmalle","Belgian Dubbel",7,30,,"Bruin eetcafé ""bij Dorus""",Tilburg,Noord-Brabant,Nederland,51.555,5.08405,3.75,"2023-08-27 16:20:42",https://api.untappd.com/c/1308633918,https://api.untappd.com/beer/4168,https://api.untappd.com/brewery/262,Belgium,Malle,"Vlaams Gewest","dark,sweet,malty,smooth",,Draft,1308633918,4168,262,https://untappd.s3.amazonaws.com/photos/2023_08_27/6386f75c002569ae0ea5c4315762a0a3_raw.jpg,3.69,3.69,"Kiria Brandsma",2,0
"Kriek Lambic","Brouwerij Mort Subite","Lambic - Kriek",4,0,,"Bruin eetcafé ""bij Dorus""",Tilburg,Noord-Brabant,Nederland,51.555,5.08405,3.75,"2023-08-27 17:01:41",https://api.untappd.com/c/1308645613,https://api.untappd.com/beer/27073,https://api.untappd.com/brewery/274,Belgium,Asse,"Vlaams Gewest","fruity,sweet,sour",,Bottle,1308645613,27073,274,https://untappd.s3.amazonaws.com/photos/2023_08_27/fd789ad5149dd4dc64e706781b593ddd_raw.jpg,3.5,3.5,"Kiria Brandsma",2,0
"Amstel Radler 0.0","Amstel Bier","Non-Alcoholic Beer - Shandy / Radler",0,0,,,,,,,,3,"2023-08-27 19:20:22",https://api.untappd.com/c/1308695837,https://api.untappd.com/beer/610421,https://api.untappd.com/brewery/37,Netherlands,Zoeterwoude,Zuid-Holland,"lemony,sweet,light bodied,citrus",,Can,1308695837,610421,37,https://untappd.s3.amazonaws.com/photos/2023_08_27/0a117d60e1516edfc9c1b56e138f6c62_raw.jpg,2.82,2.83,"Kiria Brandsma",3,0
Öö,Põhjala,"Porter - Imperial / Double Baltic",10.5,60,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2023-08-28 20:41:19",https://api.untappd.com/c/1308964974,https://api.untappd.com/beer/309362,https://api.untappd.com/brewery/54434,Estonia,Tallinn,"Harju maakond","dark,strong,sweet,smooth",,Bottle,1308964974,309362,54434,https://untappd.s3.amazonaws.com/photos/2023_08_28/a614523bf119862c44b8df18d783216e_raw.jpg,3.94,3.94,,2,0
#DIPA,"To Øl","IPA - Imperial / Double New England / Hazy",8.7,50,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,4,"2023-08-29 21:45:15",https://api.untappd.com/c/1309140159,https://api.untappd.com/beer/4028211,https://api.untappd.com/brewery/2241,Denmark,Svinninge,"Region Sjælland","fruity,aromatic,tropical",,Can,1309140159,4028211,2241,https://untappd.s3.amazonaws.com/photos/2023_08_29/92e308a783a259037e683e1966666a92_raw.jpg,3.84,3.84,,2,0
Pilsener,"Hertog Jan","Pilsner - Other",5.1,21,,Huygensgebouw,Nijmegen,Gelderland,Nederland,51.824,5.8686,3.25,"2023-08-31 17:15:51",https://api.untappd.com/c/1309457104,https://api.untappd.com/beer/94130,https://api.untappd.com/brewery/1953,Netherlands,Arcen,Limburg,"smooth,light bodied,clean,sweet",,Bottle,1309457104,94130,1953,https://untappd.s3.amazonaws.com/photos/2023_08_31/24eee6ef01c6d23387902ef3d60facf0_raw.jpg,3.63,3.63,,2,0
"Grolsch Premium Lager","Koninklijke Grolsch","Pilsner - Other",5,28,,"Olround Bowling Center",Nijmegen,Gelderland,Nederland,51.8286,5.8695,3.25,"2023-08-31 21:23:31",https://api.untappd.com/c/1309527143,https://api.untappd.com/beer/7221,https://api.untappd.com/brewery/4058,Netherlands,Enschede,Overijssel,"smooth,light bodied,clean",,Draft,1309527143,7221,4058,https://untappd.s3.amazonaws.com/photos/2023_08_31/27e95a620633e92eca86a70bfea68739_raw.jpg,3.26,3.26,,2,0
"Wild Leven","Hert Bier","Bock - Single / Traditional",6.5,25,,"Paviljoen De Posbank",Rheden,Gelderland,Nederland,52.0294,6.02187,3.25,"2023-09-02 15:56:50",https://api.untappd.com/c/1310167430,https://api.untappd.com/beer/1275036,https://api.untappd.com/brewery/169892,Netherlands,Putten,Gelderland,,,Bottle,1310167430,1275036,169892,https://untappd.s3.amazonaws.com/photos/2023_09_02/aa74850909deb9cd737386f02ab5a659_raw.jpg,3.27,3.27,,2,0
Pilsener,"Hertog Jan","Pilsner - Other",5.1,21,,"Untappd at Home",,NC,"United States",34.2347,-77.9482,3.25,"2023-09-09 22:35:05",https://api.untappd.com/c/1312601500,https://api.untappd.com/beer/94130,https://api.untappd.com/brewery/1953,Netherlands,Arcen,Limburg,"smooth,clean,light bodied",,Bottle,1312601500,94130,1953,https://untappd.s3.amazonaws.com/photos/2023_09_09/528729f31fe0376c391b50077303b537_raw.jpg,3.63,3.63,,1,0
